county,cohort,perc,zsc,state
Wilbarger,118.0,0.83,1.66,TX
Willacy,309.0,0.88,0.85,TX
Williamson,8209.0,0.95,-0.43,TX
Wilson,678.0,0.96,-0.63,TX
Winkler,97.0,0.99,-1.11,TX
Wise,624.0,0.96,-0.58,TX
Wood,434.0,0.97,-0.7,TX
Yoakum,162.0,0.99,-1.03,TX
Young,242.0,0.96,-0.6,TX
Zapata,251.0,0.9,0.41,TX
Zavala,179.0,0.9,0.38,TX
Beaver,,0.85,0.98,UT
Box Elder,,0.84,1.19,UT
Cache,,0.92,-0.53,UT
Carbon,,0.95,-1.05,UT
Daggett,,,NR,UT
Davis,,0.95,-1.05,UT
Duchesne,,0.88,0.37,UT
Emery,,0.94,-0.85,UT
Garfield,,0.93,-0.65,UT
Grand,,0.83,1.39,UT
Iron,,0.9,-0.03,UT
Juab,,0.95,-1.15,UT
Kane,,0.98,-1.56,UT
Millard,,0.91,-0.24,UT
Morgan,,0.93,-0.65,UT
Piute,,0.95,NR,UT
Rich,,0.95,-1.05,UT
Salt Lake,,0.82,1.59,UT
San Juan,,0.92,-0.44,UT
Sanpete,,0.82,1.54,UT
Sevier,,0.83,1.39,UT
Summit,,0.94,-0.8,UT
Tooele,,0.87,0.58,UT
Uintah,,0.83,1.39,UT
Utah,,0.91,-0.18,UT
Wasatch,,0.92,-0.44,UT
Washington,,0.89,0.17,UT
Wayne,,0.95,-1.05,UT
Weber,,0.84,1.13,UT
Addison,338.0,0.94,-1.46,VT
Bennington,271.0,0.82,1.62,VT
Caledonia,89.0,0.81,1.92,VT
Chittenden,1676.0,0.9,-0.51,VT
Essex,,,0,VT
Franklin,583.0,0.92,-1.05,VT
Grand Isle,,,0,VT
Lamoille,251.0,0.88,-0.02,VT
Orange,220.0,0.89,-0.2,VT
Orleans,307.0,0.89,-0.27,VT
Rutland,609.0,0.9,-0.44,VT
Washington,625.0,0.9,-0.49,VT
Windham,378.0,0.85,0.8,VT
Windsor,550.0,0.88,0.11,VT
Accomack,340.0,0.9,0.22,VA
Albemarle,1037.0,0.95,-0.83,VA
Alexandria City,874.0,0.83,1.6,VA
Alleghany,203.0,0.91,-0.08,VA
Amelia,154.0,0.94,-0.73,VA
Amherst,347.0,0.96,-1.04,VA
Appomattox,185.0,0.95,-0.92,VA
Arlington,1541.0,0.91,-0.02,VA
Augusta,809.0,0.91,-0.1,VA
Bath,56.0,0.91,-0.08,VA
Bedford,782.0,0.9,0.07,VA
Bland,56.0,0.98,-1.57,VA
Botetourt,372.0,0.94,-0.58,VA
Bristol City,178.0,0.84,1.47,VA
Brunswick,140.0,0.86,0.91,VA
Buchanan,237.0,0.9,0.09,VA
Buckingham,143.0,0.94,-0.77,VA
Buena Vista City,92.0,0.9,0.11,VA
Campbell,628.0,0.93,-0.43,VA
Caroline,314.0,0.87,0.72,VA
Carroll,306.0,0.91,0.05,VA
Charles City,54.0,0.93,-0.39,VA
Charlotte,154.0,0.87,0.78,VA
Charlottesville City,316.0,0.9,0.24,VA
Chesapeake City,3164.0,0.93,-0.41,VA
Chesterfield,4902.0,0.9,0.13,VA
Clarke,193.0,0.98,-1.5,VA
Colonial Heights City,223.0,0.96,-1.1,VA
Covington City,64.0,0.86,1.01,VA
Craig,46.0,0.89,0.34,VA
Culpeper,619.0,0.9,0.19,VA
Cumberland,99.0,0.95,-0.87,VA
Danville City,438.0,0.77,2.83,VA
Dickenson,171.0,0.88,0.63,VA
Dinwiddie,354.0,0.9,0.26,VA
Emporia City,,,0,VA
Essex,100.0,0.86,0.99,VA
Fairfax,14111.0,0.91,-0.14,VA
Fairfax City,,,0,VA
Falls Church City,197.0,1.0,-1.84,VA
Fauquier,900.0,0.96,-1.06,VA
Floyd,138.0,0.94,-0.58,VA
Fluvanna,269.0,0.97,-1.4,VA
Franklin,504.0,0.94,-0.58,VA
Franklin City,75.0,0.87,0.84,VA
Frederick,1011.0,0.95,-0.85,VA
Fredericksburg City,220.0,0.83,1.68,VA
Galax City,101.0,0.89,0.34,VA
Giles,207.0,0.9,0.17,VA
Gloucester,446.0,0.9,0.07,VA
Goochland,198.0,0.97,-1.21,VA
Grayson,139.0,0.96,-1.19,VA
Greene,240.0,0.95,-0.98,VA
Greensville,173.0,0.84,1.33,VA
Halifax,379.0,0.91,-0.12,VA
Hampton City,1511.0,0.92,-0.16,VA
Hanover,1573.0,0.95,-0.94,VA
Harrisonburg City,412.0,0.87,0.7,VA
Henrico,3846.0,0.91,-0.08,VA
Henry,545.0,0.87,0.74,VA
Highland,17.0,0.82,1.74,VA
Hopewell City,324.0,0.85,1.16,VA
Isle of Wight,416.0,0.94,-0.64,VA
James City,965.0,0.92,-0.33,VA
King and Queen,38.0,0.74,3,VA
King George,324.0,0.94,-0.64,VA
King William,238.0,0.94,-0.62,VA
Lancaster,101.0,0.87,0.76,VA
Lee,235.0,0.77,2.88,VA
Lexington City,,,0,VA
Loudoun,5421.0,0.96,-1,VA
Louisa,328.0,0.92,-0.22,VA
Lunenburg,117.0,0.88,0.57,VA
Lynchburg City,580.0,0.86,0.91,VA
Madison,128.0,0.94,-0.64,VA
Manassas City,569.0,0.79,2.54,VA
Manassas Park City,244.0,0.91,0.03,VA
Martinsville City,158.0,0.87,0.84,VA
Mathews,107.0,0.92,-0.18,VA
Mecklenburg,341.0,0.93,-0.41,VA
Middlesex,84.0,0.85,1.3,VA
Montgomery,697.0,0.93,-0.43,VA
Nelson,154.0,0.88,0.51,VA
New Kent,243.0,0.89,0.38,VA
Newport News City,1870.0,0.94,-0.58,VA
Norfolk City,1830.0,0.81,1.97,VA
Northampton,108.0,0.82,1.93,VA
Northumberland,113.0,0.96,-1.02,VA
Norton City,47.0,0.96,-1.04,VA
Nottoway,171.0,0.87,0.76,VA
Orange,390.0,0.94,-0.77,VA
Page,273.0,0.97,-1.25,VA
Patrick,214.0,0.92,-0.29,VA
Petersburg City,281.0,0.8,2.16,VA
Pittsylvania,728.0,0.92,-0.25,VA
Poquoson City,189.0,0.95,-0.83,VA
Portsmouth City,1012.0,0.87,0.86,VA
Powhatan,369.0,0.94,-0.64,VA
Prince Edward,162.0,0.93,-0.52,VA
Prince George,469.0,0.92,-0.2,VA
Prince William,6420.0,0.92,-0.22,VA
Pulaski,365.0,0.94,-0.62,VA
Radford City,109.0,0.95,-0.98,VA
Rappahannock,70.0,0.96,-1.04,VA
Richmond,109.0,0.95,-0.79,VA
Richmond City,1378.0,0.77,2.9,VA
Roanoke,1182.0,0.94,-0.73,VA
Roanoke City,881.0,0.9,0.22,VA
Rockbridge,241.0,0.91,-0.04,VA
Rockingham,939.0,0.95,-0.83,VA
Russell,375.0,0.92,-0.16,VA
Salem City,264.0,0.94,-0.75,VA
Scott,277.0,0.94,-0.73,VA
Shenandoah,458.0,0.96,-1.13,VA
Smyth,365.0,0.95,-0.79,VA
Southampton,186.0,0.89,0.32,VA
Spotsylvania,1843.0,0.91,0.05,VA
Stafford,2329.0,0.94,-0.75,VA
Staunton City,176.0,0.89,0.45,VA
Suffolk City,1024.0,0.87,0.76,VA
Surry,67.0,0.88,0.55,VA
Sussex,88.0,0.9,0.19,VA
Tazewell,446.0,0.9,0.26,VA
Virginia Beach City,5219.0,0.92,-0.25,VA
Warren,459.0,0.94,-0.66,VA
Washington,569.0,0.94,-0.58,VA
Waynesboro City,227.0,0.88,0.63,VA
Westmoreland,180.0,0.94,-0.67,VA
Williamsburg City,965.0,0.92,-0.33,VA
Winchester City,297.0,0.93,-0.46,VA
Wise,420.0,0.96,-1.1,VA
Wythe,318.0,0.91,-0.1,VA
York,974.0,0.95,-0.94,VA
Adams,332.0,0.77,1.34,WA
Asotin,288.0,0.78,1,WA
Benton,2803.0,0.77,1.32,WA
Chelan,971.0,0.81,0.38,WA
Clallam,711.0,0.81,0.5,WA
Clark,6269.0,0.84,-0.14,WA
Columbia,42.0,0.83,-0.07,WA
Cowlitz,1277.0,0.81,0.45,WA
Douglas,586.0,0.85,-0.51,WA
Ferry,56.0,0.79,0.91,WA
Franklin,1307.0,0.75,1.56,WA
Garfield,21.0,0.86,-0.56,WA
Grant,1323.0,0.79,0.87,WA
Grays Harbor,732.0,0.82,0.3,WA
Island,589.0,0.88,-1.05,WA
Jefferson,237.0,0.8,0.58,WA
King,18323.0,0.84,-0.21,WA
Kitsap,2759.0,0.82,0.14,WA
Kittitas,375.0,0.83,-0.1,WA
Klickitat,200.0,0.85,-0.41,WA
Lewis,908.0,0.84,-0.19,WA
Lincoln,142.0,0.95,-2.48,WA
Mason,595.0,0.75,1.59,WA
Okanogan,407.0,0.89,-1.27,WA
Pacific,178.0,0.89,-1.18,WA
Pend Oreille,149.0,0.91,-1.56,WA
Pierce,9031.0,0.87,-0.76,WA
San Juan,104.0,0.89,-1.32,WA
Skagit,1382.0,0.75,1.71,WA
Skamania,79.0,0.82,0.15,WA
Snohomish,9656.0,0.86,-0.56,WA
Spokane,5388.0,0.85,-0.46,WA
Stevens,401.0,0.83,0.09,WA
Thurston,3135.0,0.85,-0.45,WA
Wahkiakum,32.0,0.84,-0.28,WA
Walla Walla,686.0,0.77,1.27,WA
Whatcom,2058.0,0.81,0.38,WA
Whitman,283.0,0.92,-1.9,WA
Yakima,3609.0,0.79,0.92,WA
Barbour,172.0,0.91,-0.15,WV
Berkeley,1286.0,0.94,-0.88,WV
Boone,297.0,0.88,0.62,WV
Braxton,151.0,0.9,0.16,WV
Brooke,223.0,0.92,-0.31,WV
Cabell,892.0,0.82,2.17,WV
Calhoun,63.0,0.94,-0.75,WV
Clay,131.0,0.89,0.35,WV
Doddridge,100.0,0.96,-1.34,WV
Fayette,490.0,0.84,1.56,WV
Gilmer,68.0,0.96,-1.23,WV
Grant,123.0,0.95,-1.12,WV
Greenbrier,399.0,0.9,0.18,WV
Hampshire,260.0,0.84,1.63,WV
Hancock,289.0,0.9,0.18,WV
Hardy,156.0,0.93,-0.57,WV
Harrison,755.0,0.88,0.69,WV
Jackson,328.0,0.96,-1.27,WV
Jefferson,644.0,0.89,0.35,WV
Kanawha,1914.0,0.83,1.85,WV
Lewis,182.0,0.88,0.7,WV
Lincoln,211.0,0.93,-0.55,WV
Logan,457.0,0.91,0.02,WV
Marion,565.0,0.93,-0.47,WV
Marshall,318.0,0.91,-0.13,WV
Mason,297.0,0.91,-0.14,WV
McDowell,238.0,0.83,1.89,WV
Mercer,616.0,0.89,0.31,WV
Mineral,319.0,0.97,-1.56,WV
Mingo,231.0,0.94,-0.71,WV
Monongalia,802.0,0.9,0.23,WV
Monroe,138.0,0.97,-1.61,WV
Morgan,189.0,0.94,-0.75,WV
Nicholas,271.0,0.93,-0.67,WV
Ohio,355.0,0.97,-1.63,WV
Pendleton,81.0,0.98,-1.72,WV
Pleasants,95.0,0.93,-0.49,WV
Pocahontas,85.0,0.88,0.62,WV
Preston,305.0,0.83,2.03,WV
Putnam,761.0,0.93,-0.52,WV
Raleigh,784.0,0.87,0.93,WV
Randolph,253.0,0.9,0.14,WV
Ritchie,94.0,0.85,1.4,WV
Roane,163.0,0.9,0.13,WV
Summers,98.0,0.86,1.25,WV
Taylor,170.0,0.89,0.32,WV
Tucker,83.0,0.96,-1.44,WV
Tyler,116.0,0.92,-0.39,WV
Upshur,256.0,0.91,-0.08,WV
Wayne,580.0,0.87,0.95,WV
Webster,91.0,0.95,-0.96,WV
Wetzel,217.0,0.93,-0.61,WV
Wirt,76.0,0.88,0.64,WV
Wood,902.0,0.9,0.28,WV
Wyoming,311.0,0.89,0.49,WV
Adams,131.0,0.92,0.02,WI
Ashland,205.0,0.89,0.61,WI
Barron,556.0,0.91,0.22,WI
Bayfield,139.0,0.94,-0.64,WI
Brown,3243.0,0.9,0.43,WI
Buffalo,140.0,0.97,-1.37,WI
Burnett,271.0,0.83,2.18,WI
Calumet,268.0,0.96,-1.06,WI
Chippewa,668.0,0.9,0.51,WI
Clark,361.0,0.96,-1.11,WI
Columbia,678.0,0.94,-0.53,WI
Crawford,163.0,0.94,-0.7,WI
Dane,5509.0,0.91,0.28,WI
Dodge,632.0,0.9,0.5,WI
Door,284.0,0.95,-0.76,WI
Douglas,456.0,0.89,0.67,WI
Dunn,406.0,0.9,0.39,WI
Eau Claire,1001.0,0.87,1.08,WI
Florence,32.0,0.94,-0.52,WI
Fond du Lac,1140.0,0.89,0.63,WI
Forest,102.0,0.93,-0.36,WI
Grant,507.0,0.94,-0.5,WI
Green,412.0,0.96,-1.05,WI
Green Lake,256.0,0.92,-0.03,WI
Iowa,243.0,0.97,-1.37,WI
Iron,48.0,0.96,-1.04,WI
Jackson,224.0,0.89,0.61,WI
Jefferson,815.0,0.91,0.19,WI
Juneau,280.0,0.9,0.34,WI
Kenosha,2308.0,0.9,0.55,WI
Kewaunee,318.0,0.95,-0.75,WI
La Crosse,1188.0,0.93,-0.25,WI
Lafayette,240.0,0.95,-0.94,WI
Langlade,237.0,0.89,0.67,WI
Lincoln,362.0,0.94,-0.56,WI
Manitowoc,834.0,0.91,0.23,WI
Marathon,1463.0,0.94,-0.47,WI
Marinette,464.0,0.92,-0.03,WI
Marquette,142.0,0.85,1.81,WI
Menominee,76.0,0.78,3,WI
Milwaukee,10073.0,0.77,3.75,WI
Monroe,531.0,0.95,-0.76,WI
Oconto,309.0,0.92,0.03,WI
Oneida,403.0,0.91,0.16,WI
Outagamie,2583.0,0.91,0.27,WI
Ozaukee,1150.0,0.96,-1.17,WI
Pepin,84.0,0.98,-1.49,WI
Pierce,575.0,0.96,-1,WI
Polk,525.0,0.94,-0.56,WI
Portage,669.0,0.91,0.2,WI
Price,141.0,0.92,-0.13,WI
Racine,2265.0,0.83,2.31,WI
Richland,126.0,0.91,0.11,WI
Rock,2107.0,0.94,-0.55,WI
Rusk,138.0,0.88,0.83,WI
Sauk,845.0,0.91,0.23,WI
Sawyer,147.0,0.88,0.99,WI
Shawano,409.0,0.91,0.12,WI
Sheboygan,1553.0,0.94,-0.63,WI
St. Croix,1060.0,0.93,-0.36,WI
Taylor,212.0,0.92,-0.19,WI
Trempealeau,411.0,0.95,-0.8,WI
Vernon,295.0,0.96,-1.07,WI
Vilas,109.0,0.97,-1.4,WI
Walworth,1226.0,0.93,-0.43,WI
Washburn,174.0,0.91,0.08,WI
Washington,1670.0,0.93,-0.42,WI
Waukesha,5122.0,0.94,-0.7,WI
Waupaca,703.0,0.89,0.7,WI
Waushara,176.0,0.9,0.34,WI
Winnebago,1644.0,0.91,0.3,WI
Wood,910.0,0.92,-0.18,WI
Albany,237.0,0.81,0.12,WY
Big Horn,273.0,0.66,1.72,WY
Campbell,658.0,0.79,0.33,WY
Carbon,176.0,0.78,0.48,WY
Converse,198.0,0.87,-0.48,WY
Crook,80.0,0.98,-1.51,WY
Fremont,463.0,0.69,1.34,WY
Goshen,144.0,0.85,-0.29,WY
Hot Springs,55.0,0.87,-0.47,WY
Johnson,78.0,0.86,-0.33,WY
Laramie,1039.0,0.79,0.34,WY
Lincoln,270.0,0.91,-0.86,WY
Natrona,934.0,0.79,0.33,WY
Niobrara,117.0,0.51,3,WY
Park,309.0,0.85,-0.29,WY
Platte,108.0,0.84,-0.17,WY
Sheridan,346.0,0.86,-0.3,WY
Sublette,119.0,0.92,-0.91,WY
Sweetwater,592.0,0.8,0.25,WY
Teton,153.0,0.93,-1.1,WY
Uinta,320.0,0.85,-0.21,WY
Washakie,124.0,0.86,-0.37,WY
Weston,81.0,0.9,-0.76,WY
